Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Thermostat AirQualityAccuracy,Thermostat AirQuality,Thermostat VOCppm,Thermostat CO2ppm,Thermostat AirPressure,Kitchen (F),Kitchen2,Bedroom (F),Bedroom2,Kids' Room (F),Kids' Room2,Bathroom (F),Bathroom2,Living Room (F),Living Room2,Back Door (contact),Front Door (contact)
2023-10-19,14:50:00,auto,heatOff,hold,Home,75.9,67,67.5,70,65.2,0,0,0,0,-0.1,67.5,70,1,4,143,3002,1435,101261,68.2,1,67.9,1,64.7,0,69.2,1,68.4,1,1,1,
2023-10-19,14:55:00,auto,heatOff,hold,Home,75.9,67,67.5,69,65.2,0,0,0,0,-0.1,67.6,69,1,4,146,3141,1465,101258,68.2,1,68,1,64.7,0,69.2,1,68.5,1,1,1,
2023-10-19,15:00:00,auto,heatOff,HKhold,Home,80.1,60.1,67.4,69,65.1,0,0,0,0,,67.7,69,0,4,148,3259,1489,101252,68.2,1,67.9,1,64.7,0,69.1,0,68.5,1,1,1,
2023-10-19,15:05:00,auto,heatOff,HKhold,Home,80.1,60.1,67.4,69,65.1,0,0,0,0,,67.7,69,0,4,149,3321,1502,101246,68.2,0,67.9,0,64.7,0,69.1,0,68.5,0,1,1,
2023-10-19,15:10:00,auto,heatOff,HKhold,Home,80.1,60.1,67.4,68,65.1,0,0,0,0,,67.6,68,0,4,150,3374,1512,101243,68.1,0,67.9,0,64.7,0,68.9,0,68.4,0,1,1,
2023-10-19,15:15:00,auto,heatOff,HKhold,Home,80.1,60.1,67.5,69,65.1,0,0,0,0,,67.6,69,0,4,151,3387,1515,101243,68.1,0,67.9,0,64.7,0,68.8,0,68.3,0,1,1,
2023-10-19,15:20:00,auto,heatOff,HKhold,Home,80.1,60.1,67.6,69,65.1,0,0,0,0,,67.6,69,0,4,151,3418,1521,101246,68.1,0,67.8,0,64.7,0,68.8,0,68.3,0,1,1,
2023-10-19,15:25:00,auto,heatOff,HKhold,Home,80.1,60.1,67.5,68,65.1,0,0,0,0,,67.6,68,0,4,152,3463,1529,101244,68,0,67.8,0,64.7,0,68.8,0,68.2,0,1,1,
2023-10-19,15:30:00,auto,heatOff,HKhold,Home,80.1,60.1,67.6,68,64.2,0,0,0,0,0.1,67.5,68,0,4,153,3490,1535,101239,68,0,67.8,0,64.7,0,68.7,0,68.2,0,1,1,
2023-10-19,15:35:00,auto,heatOff,HKhold,Home,80.1,60.1,67.5,68,64.2,0,0,0,0,0.2,67.5,68,0,4,152,3474,1532,101233,68,0,67.8,0,64.6,0,68.6,0,68.2,0,1,1,
2023-10-19,15:40:00,auto,heatOff,HKhold,Home,80.1,60.1,67.5,68,64.2,0,0,0,0,0.1,67.6,68,0,4,152,3470,1531,101229,68.1,0,67.8,0,64.6,0,68.5,0,68.2,0,1,1,
2023-10-19,15:45:00,auto,heatOff,HKhold,Home,80.1,60.1,67.4,68,64.2,0,0,0,0,0.1,67.6,68,0,4,152,3464,1530,101224,68.1,0,67.7,0,64.7,0,68.5,0,68.3,0,1,1,
2023-10-19,15:50:00,auto,heatOff,HKhold,Home,80.1,60.1,67.3,68,64.2,0,0,0,0,0.1,67.6,68,0,4,151,3424,1522,101220,68.1,0,67.7,0,64.7,0,68.5,0,68.3,0,1,1,
2023-10-19,15:55:00,auto,heatOff,HKhold,Home,80.1,60.1,67.2,68,64.2,0,0,0,0,,67.7,68,0,4,151,3411,1519,101216,68.1,0,67.6,0,64.6,0,68.4,0,68.3,0,1,1,
2023-10-19,16:00:00,auto,heatOff,HKhold,Home,80.1,60.1,67.1,68,63.5,0,0,0,0,,67.6,68,0,4,150,3368,1511,101216,68.1,0,67.6,0,64.6,0,68.4,0,68.3,0,1,1,
2023-10-19,16:05:00,auto,heatOff,HKhold,Home,80.1,60.1,67.1,68,63.5,0,0,0,0,,67.6,68,0,4,149,3287,1495,101222,68.1,0,67.6,0,64.6,0,68.3,0,68.3,0,1,1,
2023-10-19,16:10:00,auto,heatOff,HKhold,Home,80.1,60.1,67.1,68,63.5,0,0,0,0,,67.6,68,0,4,148,3239,1485,101221,68.1,0,67.6,0,64.6,0,68.2,0,68.3,0,1,1,
2023-10-19,16:15:00,auto,heatOff,HKhold,Home,80.1,60.1,67.1,68,63.5,0,0,0,0,,67.6,68,0,4,147,3184,1474,101227,68.1,0,67.6,0,64.6,0,68.2,0,68.2,0,1,1,
2023-10-19,16:20:00,auto,heatOff,HKhold,Home,80.1,60.1,67.1,68,63.5,0,0,0,0,0.1,67.6,68,0,4,146,3137,1464,101228,68.1,0,67.6,0,64.7,0,68.1,0,68.2,0,1,1,
2023-10-19,16:25:00,auto,heatOff,HKhold,Home,80.1,60.1,67.2,68,63.5,0,0,0,0,,67.6,68,0,4,144,3070,1450,101228,68.1,0,67.6,0,64.6,0,68.1,0,68.2,0,1,1,
2023-10-19,16:30:00,auto,heatOff,HKhold,Home,80.1,60.1,67.3,70,62.5,0,0,0,0,-0.1,67.6,70,0,4,143,3011,1437,101226,68.2,0,67.6,0,64.6,0,68.1,0,68.2,0,1,1,
2023-10-19,16:35:00,auto,heatOff,HKhold,Home,80.1,60.1,67.3,70,62.5,0,0,0,0,-0.1,67.6,70,0,4,142,2954,1424,101230,68.2,0,67.5,0,64.6,0,68,0,68.2,0,1,1,
2023-10-19,16:40:00,auto,heatOff,HKhold,Home,80.1,60.1,67.2,69,62.5,0,0,0,0,,67.6,69,0,4,141,2940,1421,101229,68.3,0,67.5,0,64.6,0,68,0,68.2,0,1,1,
2023-10-19,16:45:00,auto,heatOff,HKhold,Home,80.1,60.1,67.3,70,62.5,0,0,0,0,,67.6,70,0,4,140,2891,1410,101230,68.4,0,67.5,0,64.6,0,68,0,68.2,0,1,1,
2023-10-19,16:50:00,auto,heatOff,HKhold,Home,80.1,60.1,67.3,70,62.5,0,0,0,0,,67.6,70,0,4,139,2861,1403,101228,68.6,0,67.5,0,64.6,0,68,0,68.2,0,1,1,
2023-10-19,16:55:00,auto,heatOff,HKhold,Home,80.1,60.1,67.4,70,62.5,0,0,0,0,,67.7,70,0,4,139,2835,1397,101225,68.8,0,67.5,0,64.6,0,67.9,0,68.2,0,1,1,
2023-10-19,17:00:00,auto,heatOff,HKhold,Home,80.1,60.1,67.4,70,61.3,0,0,0,0,,67.7,70,0,4,138,2782,1385,101222,68.9,0,67.5,0,64.6,0,67.9,0,68.3,0,1,1,
2023-10-19,17:05:00,auto,heatOff,HKhold,Home,80.1,60.1,67.5,70,61.3,0,0,0,0,,67.7,70,0,4,137,2760,1379,101225,69.1,0,67.4,0,64.6,0,67.9,0,68.3,0,1,1,
2023-10-19,17:10:00,auto,heatOff,HKhold,Home,80.1,60.1,67.5,70,61.3,0,0,0,0,,67.7,70,0,4,137,2741,1375,101225,69.2,0,67.4,0,64.6,0,67.8,0,68.3,0,1,1,
2023-10-19,17:15:00,off,heatOff,HKhold,Home,80.1,60.1,67.5,70,61.3,0,0,0,0,,67.8,70,0,4,135,2694,1363,101227,69.2,0,67.4,0,64.6,0,67.8,0,68.3,0,1,1,
2023-10-19,17:20:00,off,heatOff,HKhold,Home,76.3,68.2,67.3,67,61.3,0,0,90,120,0.1,67.7,67,1,4,129,2474,1304,101222,69.2,1,67.4,0,64.6,0,67.8,0,68.4,1,1,1,
2023-10-19,17:25:00,off,heatOff,HKhold,Home,75.9,69.1,67.5,69,61.3,0,0,0,0,,67.3,69,1,4,111,1869,1121,101232,69.3,1,67.4,1,64.7,0,67.9,0,68.4,1,1,1,
2023-10-19,17:30:00,auto,heatOff,HKhold,Home,75.9,69.1,67.5,70,60.5,0,0,0,0,0.1,67.1,70,1,4,112,1895,1131,101235,69.3,1,67.4,1,64.8,0,68,0,68.5,1,1,1,
2023-10-19,17:35:00,auto,heatOff,HKhold,Home,75.9,64.6,67.6,70,60.5,0,0,0,0,0.1,67.1,70,1,4,114,1947,1149,101237,69.5,1,67.5,1,64.8,0,67.9,0,68.5,1,1,1,
2023-10-19,17:40:00,auto,heatOff,HKhold,Home,75.9,60.1,67.7,70,60.5,0,0,0,0,0.1,67.2,70,0,4,118,2070,1189,101238,69.6,1,67.6,1,64.7,0,67.8,0,68.5,1,1,1,
2023-10-19,17:45:00,auto,heatOff,HKhold,Home,75.9,60.1,67.9,70,60.5,0,0,0,0,0.1,67.4,70,0,4,118,2081,1193,101240,69.6,0,67.6,0,64.7,0,67.6,0,68.5,0,1,1,
2023-10-19,17:50:00,auto,heatOff,HKhold,Home,75.9,60.1,68.1,70,60.5,0,0,0,0,0.1,67.6,70,0,4,116,2010,1170,101245,69.7,0,67.6,0,64.7,0,67.5,0,68.4,0,1,1,
2023-10-19,17:55:00,auto,heatOff,HKhold,Home,75.9,60.1,68.1,70,60.5,0,0,0,0,0.1,67.7,70,0,4,117,2023,1174,101247,69.8,0,67.6,0,64.7,0,67.4,0,68.4,0,1,1,
2023-10-19,18:00:00,auto,heatOff,HKhold,Home,75.9,60.1,68.2,70,58.9,0,0,0,0,0.2,67.7,70,0,4,116,2010,1170,101253,69.8,0,67.6,0,64.7,0,67.3,0,68.5,0,1,1,
2023-10-19,18:05:00,auto,heatOff,HKhold,Home,75.9,66.4,68.3,68,58.9,0,0,210,210,,67.8,68,1,4,114,1940,1146,101253,69.8,1,67.6,0,64.7,0,67.3,0,68.4,1,1,1,
2023-10-19,18:10:00,auto,heatStage1On,HKhold,Home,75.9,69.1,68.4,65,58.9,0,0,90,135,,68.1,65,1,4,91,1383,916,101250,69.8,1,67.7,1,64.7,0,67.7,1,68.5,1,1,1,
2023-10-19,18:15:00,auto,heatOff,HKhold,Home,77.3,65.9,68.7,69,58.9,0,0,0,0,,67.9,69,1,4,77,1108,776,101256,70.1,1,68.3,1,65.3,0,68.6,1,69.3,1,1,0,
2023-10-19,18:20:00,auto,heatOff,HKhold,Home,80.1,60.1,68.8,70,58.9,0,0,0,0,0.2,67.9,70,0,4,83,1218,838,101260,70.4,1,68.4,1,65.4,0,68.8,0,69.6,1,1,1,
2023-10-19,18:25:00,auto,heatOff,HKhold,Home,80.1,60.1,68.8,70,58.9,0,0,0,0,0.2,67.9,70,0,4,88,1322,893,101262,70.5,1,68.4,0,65.3,0,68.5,0,69.5,0,1,1,
2023-10-19,18:30:00,auto,heatOff,HKhold,Home,80.1,60.1,68.7,70,57.6,0,0,0,0,0.2,68,70,0,4,91,1385,923,101269,70.4,0,68.2,0,65.3,0,68.3,0,69.4,0,1,1,
2023-10-19,18:35:00,auto,heatOff,HKhold,Home,80.1,60.1,68.7,70,57.6,0,0,0,0,0.1,68,70,0,4,93,1421,940,101272,70.3,0,68.1,0,65.2,0,68.2,0,69.3,0,1,1,
2023-10-19,18:40:00,auto,heatOff,HKhold,Home,80.1,60.1,68.6,70,57.6,0,0,0,0,0.1,68,70,0,4,94,1426,943,101275,70.2,0,68,0,65.2,0,68,0,69.2,0,1,1,
2023-10-19,18:45:00,auto,heatOff,HKhold,Home,80.1,60.1,68.6,70,57.6,0,0,0,0,0.1,68,70,0,4,93,1422,941,101274,70.1,0,67.9,0,65.1,0,67.9,0,69.1,0,1,1,
2023-10-19,18:50:00,auto,heatOff,HKhold,Home,80.1,60.1,68.5,70,57.6,0,0,0,0,0.1,67.8,70,0,4,93,1424,942,101276,70.1,0,67.8,0,65.1,0,67.8,0,69.1,0,1,1,
2023-10-19,18:55:00,auto,heatOff,HKhold,Home,80.1,60.1,68.4,70,57.6,0,0,0,0,0.1,67.7,70,0,4,93,1421,940,101280,70.1,0,67.8,0,65.1,0,67.7,0,69,0,1,1,
2023-10-19,19:00:00,auto,heatOff,HKhold,Home,80.1,60.1,68.2,70,57.6,0,0,0,0,0.1,67.7,70,0,4,93,1404,932,101283,70,0,67.7,0,65.1,0,67.6,0,69,0,1,1,
2023-10-19,19:05:00,auto,heatOff,HKhold,Home,80.1,60.1,68.1,70,57.6,0,0,0,0,0.1,67.7,70,0,4,91,1383,923,101286,70,0,67.7,0,65,0,67.6,0,68.9,0,1,1,
2023-10-19,19:10:00,auto,heatOff,HKhold,Home,80.1,60.1,68,70,57.6,0,0,0,0,,67.7,70,0,4,91,1365,914,101278,70.1,0,67.6,0,65,0,67.5,0,68.9,0,1,1,
2023-10-19,19:15:00,auto,heatOff,HKhold,Home,80.1,60.1,67.8,70,57.6,0,0,0,0,,67.6,70,0,4,90,1349,906,101274,70.1,0,67.5,0,65,0,67.5,0,68.9,0,1,1,
2023-10-19,19:20:00,auto,heatOff,HKhold,Home,80.1,60.1,67.8,70,57.6,0,0,0,0,,67.7,70,0,4,89,1330,896,101273,70.2,0,67.4,0,65,0,67.5,0,68.9,0,1,1,
2023-10-19,19:25:00,auto,heatOff,HKhold,Home,80.1,60.1,67.8,70,57.6,0,0,0,0,,67.8,70,0,4,88,1309,886,101273,70.2,0,67.4,0,65,0,67.4,0,68.8,0,1,1,
2023-10-19,19:30:00,auto,heatOff,HKhold,Home,80.1,60.1,67.8,70,57.6,0,0,0,0,,67.8,70,0,4,87,1296,880,101271,70.2,0,67.5,0,65,0,67.4,0,68.8,0,1,1,
2023-10-19,19:35:00,auto,heatOff,HKhold,Home,80.1,60.1,67.7,70,57.6,0,0,0,0,,67.7,70,0,4,85,1254,857,101270,70.1,0,67.4,0,64.9,0,67.3,0,68.9,0,1,1,
2023-10-19,19:40:00,auto,heatOff,HKhold,Home,80.1,60.1,67.7,70,57.6,0,0,0,0,,67.7,70,0,4,85,1250,856,101268,70.1,0,67.4,0,64.9,0,67.2,0,68.8,0,1,1,
2023-10-19,19:45:00,auto,heatOff,HKhold,Home,80.1,60.1,67.6,70,57.6,0,0,0,0,,67.6,70,0,4,84,1247,854,101268,70,0,67.4,0,64.9,0,67.2,0,68.8,0,1,1,
2023-10-19,19:50:00,auto,heatOff,HKhold,Home,80.1,60.1,67.6,70,57.6,0,0,0,0,,67.4,70,0,4,83,1226,843,101267,69.9,0,67.3,0,64.9,0,67.2,0,68.7,0,1,1,
2023-10-19,19:55:00,auto,heatOff,HKhold,Home,76.3,67.9,67.7,67,57.6,0,0,270,270,-0.1,67.5,67,1,4,80,1167,810,101264,69.9,0,67.3,0,64.9,0,67.2,0,68.7,1,1,1,
2023-10-19,20:00:00,auto,heatStage1On,HKhold,Home,75.9,68,67.7,67,54.9,0,0,30,75,,67.3,67,1,4,62,886,656,101262,70,0,67.5,1,64.9,0,67.8,1,68.8,1,1,1,
2023-10-19,20:05:00,auto,heatOff,HKhold,Home,75.9,68,68.1,70,54.9,0,0,0,0,,67,70,1,4,52,761,611,101261,70.3,1,68,1,65.5,0,68.6,1,69.5,1,1,1,
2023-10-19,20:10:00,auto,heatOff,HKhold,Home,75.9,68,68.4,70,54.9,0,0,0,0,,67.2,70,1,4,55,801,624,101256,70.5,1,68.4,1,65.6,0,68.6,0,69.6,1,1,1,
2023-10-19,20:15:00,auto,heatOff,HKhold,Home,75.9,68,68.6,70,54.9,0,0,0,0,,67.4,70,0,4,60,865,644,101254,70.7,1,68.4,0,65.5,0,68.4,0,69.5,1,1,1,
2023-10-19,20:20:00,auto,heatOff,HKhold,Home,75.9,68,68.7,70,54.9,0,0,0,0,0.1,67.6,70,1,4,68,979,696,101249,70.8,1,68.4,0,65.5,0,68.1,0,69.4,1,1,1,
2023-10-19,20:25:00,auto,heatOff,HKhold,Home,75.9,68,68.8,70,54.9,0,0,0,0,0.1,67.7,70,0,4,80,1158,805,101246,70.9,1,68.3,0,65.4,0,68.1,0,69.4,1,1,1,
2023-10-19,20:30:00,auto,heatOff,HKhold,Home,75.9,68,69,71,54.1,0,0,0,0,,67.8,71,1,4,108,1806,1093,101246,70.9,1,68.2,1,65.4,0,68.2,0,69.3,1,1,1,
2023-10-19,20:35:00,auto,heatOff,HKhold,Home,75.9,68,68.9,71,54.1,0,0,0,0,,67.9,71,1,4,119,2115,1203,101242,71,1,68.2,1,65.3,0,68.3,0,69.2,1,1,1,
2023-10-19,20:40:00,auto,heatOff,HKhold,Home,75.9,68,68.8,71,54.1,0,0,0,0,,67.9,71,1,4,125,2282,1254,101243,70.9,1,68.2,1,65.3,0,68.3,0,69.2,1,1,1,
2023-10-19,20:45:00,auto,heatOff,HKhold,Home,75.9,68,68.7,71,54.1,0,0,0,0,,68,71,1,4,128,2396,1286,101238,70.9,1,68.2,1,65.3,0,68.3,0,69.1,1,1,1,
2023-10-19,20:50:00,auto,heatOff,HKhold,Home,75.9,68,68.5,71,54.1,0,0,0,0,,67.9,71,1,4,133,2595,1338,101230,70.9,1,68.2,1,65.2,0,68.3,0,69.1,1,1,1,
2023-10-19,20:55:00,auto,heatOff,HKhold,Home,75.4,66.9,68.3,71,54.1,0,0,0,0,,67.9,71,1,4,139,2860,1402,101228,70.8,1,68.2,1,65.2,0,68.2,0,69.1,1,1,1,
2023-10-19,21:00:00,auto,heatOff,,Wind Down,75,66,68.3,71,53.5,0,0,0,0,-0.1,67.9,71,1,4,147,3198,1476,101228,70.8,1,68.2,1,65.2,0,68.2,0,69.1,1,1,1,
2023-10-19,21:05:00,auto,heatOff,,Wind Down,75,66,68.3,71,53.5,0,0,0,0,-0.1,68,71,0,4,154,3582,1551,101228,70.8,1,68.2,1,65.1,0,68.1,0,69.1,1,1,1,
2023-10-19,21:10:00,auto,heatOff,,Wind Down,75,66,68.3,71,53.5,0,0,0,0,-0.1,67.9,71,0,4,161,3962,1618,101225,70.7,0,68.2,0,65.1,0,68,0,69.1,1,1,1,
2023-10-19,21:15:00,auto,heatOff,,Wind Down,75,66,68.2,71,53.5,0,0,0,0,,67.9,71,0,4,167,4315,1675,101228,70.5,0,68.2,0,65.1,0,67.8,0,69.1,1,1,1,
2023-10-19,21:20:00,auto,heatOff,,Wind Down,75,66,68.2,71,53.5,0,0,0,0,-0.1,67.9,71,1,4,169,4460,1697,101225,70.4,0,68.1,0,65.1,0,67.8,0,69.1,1,1,1,
2023-10-19,21:25:00,auto,heatOff,,Wind Down,75,66,68.2,71,53.5,0,0,0,0,-0.1,67.9,71,0,4,171,4600,1717,101218,70.4,0,68.1,0,65.1,0,67.6,0,69,1,1,1,
2023-10-19,21:30:00,auto,heatOff,,Wind Down,75,66,68.1,71,53,0,0,0,0,,67.8,71,0,4,173,4770,1741,101215,70.3,0,68,0,65.1,0,67.6,0,69,1,1,1,
2023-10-19,21:35:00,auto,heatOff,,Wind Down,75,66,67.8,70,53,0,0,0,0,,67.9,70,0,4,176,4992,1771,101209,70.2,0,68,0,65.1,0,67.6,0,69,1,1,1,
2023-10-19,21:40:00,auto,heatOff,,Wind Down,75,66,67.6,71,53,0,0,0,0,-0.2,67.8,71,1,4,178,5092,1784,101203,70.2,0,68,0,65.1,0,67.5,0,69,1,1,1,
2023-10-19,21:45:00,auto,heatOff,,Wind Down,75,66,67.4,71,53,0,0,0,0,-0.3,67.7,71,1,4,178,5104,1786,101201,70.1,0,68,0,65,0,67.4,0,68.9,1,1,1,
2023-10-19,21:50:00,auto,heatOff,,Wind Down,75,66,67.3,71,53,0,0,0,0,-0.5,67.7,71,0,4,178,5103,1786,101198,70.1,0,67.9,0,65,0,67.4,0,68.9,1,1,1,
2023-10-19,21:55:00,auto,heatOff,,Wind Down,75,66,67,70,53,0,0,0,0,-0.4,67.6,70,0,4,177,5073,1782,101188,70,0,67.9,0,65,0,67.4,0,68.9,1,1,1,
2023-10-19,22:00:00,auto,heatOff,,Wind Down,75,66,67.1,72,52.6,0,0,0,0,-0.6,67.6,72,1,4,176,4961,1767,101184,70,0,67.9,0,65,0,67.3,0,68.9,1,1,1,
2023-10-19,22:05:00,auto,heatOff,,Wind Down,75,66,67.1,72,52.6,0,0,0,0,-0.7,67.6,72,1,4,174,4833,1750,101179,70,0,67.9,0,65,0,67.3,0,68.9,1,1,1,
2023-10-19,22:10:00,auto,heatOff,,Wind Down,75,66,67.1,72,52.6,0,0,0,0,-0.7,67.6,72,0,4,173,4711,1733,101177,70.1,0,67.9,0,65,0,67.3,0,68.9,1,1,1,
2023-10-19,22:15:00,auto,heatOff,,Wind Down,75,66,67.1,72,52.6,0,0,0,0,-0.7,67.5,72,0,4,171,4616,1720,101177,70.1,0,67.9,0,65,0,67.3,0,68.9,1,1,1,
2023-10-19,22:20:00,auto,heatOff,,Wind Down,75,66,67.1,72,52.6,0,0,0,0,-0.7,67.6,72,0,4,170,4528,1707,101176,70.1,0,67.9,0,64.9,0,67.2,0,69,1,1,1,
2023-10-19,22:25:00,auto,heatOff,,Wind Down,75,66,67.1,72,52.6,0,0,0,0,-0.7,67.7,72,0,4,169,4464,1697,101171,70.1,0,67.9,0,64.9,0,67.2,0,69,1,1,1,
2023-10-19,22:30:00,auto,heatOff,,Wind Down,75,66,67.2,72,52.1,0,0,0,0,-0.8,67.7,72,0,4,167,4373,1684,101169,70.1,0,67.9,0,65,0,67.1,0,69,1,1,1,
2023-10-19,22:35:00,auto,heatOff,,Wind Down,75,66,67.2,72,52.1,0,0,0,0,-0.8,67.8,72,0,4,166,4289,1671,101165,70.1,0,67.9,0,65,0,67.1,0,69,1,1,1,
2023-10-19,22:40:00,auto,heatOff,,Wind Down,75,66,67.2,72,52.1,0,0,0,0,-0.8,67.7,72,0,4,165,4192,1656,101158,70.1,0,67.9,0,65,0,67.1,0,69,1,1,1,
2023-10-19,22:45:00,auto,heatOff,,Wind Down,75,66,67.1,72,52.1,0,0,0,0,-0.7,67.7,72,1,4,163,4057,1634,101151,70,0,67.9,0,64.9,0,67.1,0,69,1,1,1,
2023-10-19,22:50:00,auto,heatOff,,Wind Down,75,66,67,71,52.1,0,0,0,0,-0.6,67.7,71,0,4,161,3967,1619,101144,70,0,67.9,0,64.9,0,67.1,0,69,1,1,1,
2023-10-19,22:55:00,auto,heatOff,,Wind Down,75,66,66.9,70,52.1,0,0,0,0,-0.5,67.7,70,0,4,160,3896,1607,101142,69.9,0,67.9,0,64.9,0,67,0,68.9,1,1,1,
2023-10-19,23:00:00,auto,heatOff,,Wind Down,75,66,66.8,70,51.9,0,0,0,0,-0.4,67.6,70,1,4,158,3816,1594,101148,69.8,0,67.9,0,64.9,0,67,0,68.8,1,1,1,
2023-10-19,23:05:00,auto,heatOff,,Wind Down,75,66,66.8,70,51.9,0,0,0,0,-0.4,67.6,70,0,4,157,3749,1582,101146,69.7,0,67.8,0,64.9,0,67,0,68.8,1,1,1,
2023-10-19,23:10:00,auto,heatOff,,Wind Down,75,66,66.8,70,51.9,0,0,0,0,-0.5,67.5,70,0,4,155,3624,1560,101145,69.7,0,67.8,0,64.9,0,67,0,68.8,1,1,1,
2023-10-19,23:15:00,auto,heatOff,,Wind Down,75,66,66.8,70,51.9,0,0,0,0,-0.5,67.4,70,0,4,153,3513,1539,101148,69.6,0,67.8,0,64.9,0,67,0,68.8,1,1,1,
2023-10-19,23:20:00,auto,heatOff,,Wind Down,75,66,67,72,51.9,0,0,0,0,-0.7,67.3,72,0,4,151,3425,1522,101149,69.6,0,67.7,0,64.9,0,66.9,0,68.8,1,1,1,
2023-10-19,23:25:00,auto,heatOff,,Wind Down,73.9,64.3,66.8,72,51.9,0,0,0,0,-0.5,67.4,72,0,4,150,3372,1512,101150,69.6,0,67.7,0,64.9,0,66.9,0,68.8,1,1,1,
2023-10-19,23:30:00,auto,heatOff,,Sleep,73,63,66.7,72,51.8,0,0,0,0,-0.4,67.3,72,1,4,149,3290,1496,101149,69.6,1,67.7,0,64.9,0,66.9,0,68.8,1,1,1,
2023-10-19,23:35:00,auto,heatOff,,Sleep,73,63,66.7,72,51.8,0,0,0,0,-0.4,67.4,72,1,4,147,3208,1479,101148,69.8,1,67.7,1,64.9,0,66.9,0,68.8,1,1,1,
2023-10-19,23:40:00,auto,heatOff,,Sleep,73,63,66.8,72,51.8,0,0,0,0,-0.4,67.3,72,1,4,147,3193,1476,101150,69.9,1,67.7,1,64.9,0,66.9,0,68.8,1,1,1,
2023-10-19,23:45:00,auto,heatOff,,Sleep,73,63,66.8,72,51.8,0,0,0,0,-0.4,67.4,72,0,4,147,3186,1475,101148,69.9,1,67.7,1,64.9,0,66.9,0,68.8,1,1,1,
2023-10-19,23:50:00,auto,heatOff,,Sleep,73,63,66.9,72,51.8,0,0,0,0,-0.3,67.4,72,1,4,146,3165,1470,101144,70,1,67.6,0,64.9,0,66.9,0,68.9,1,1,1,
2023-10-19,23:55:00,auto,heatOff,,Sleep,73,63,67,71,51.8,0,0,0,0,-0.3,67.5,71,0,4,146,3142,1465,101145,69.9,1,67.5,0,64.9,0,66.8,0,68.9,0,1,1,
2023-10-20,00:00:00,auto,heatOff,,Sleep,73,63,67.2,72,51.6,0,0,0,0,-0.3,67.5,72,1,4,146,3141,1465,101139,69.9,1,67.5,0,64.9,0,66.8,0,68.9,0,1,1,
2023-10-20,00:05:00,auto,heatOff,,Sleep,73,63,67.4,71,51.6,0,0,0,0,-0.2,67.5,71,0,4,145,3118,1460,101129,69.8,1,67.4,0,64.8,0,66.8,0,69,0,1,1,
2023-10-20,00:10:00,auto,heatOff,,Sleep,73,63,67.5,70,51.6,0,0,0,0,-0.1,67.4,70,1,4,146,3143,1465,101124,69.8,0,67.4,0,64.8,0,66.7,0,68.9,0,1,1,
2023-10-20,00:15:00,auto,heatOff,,Sleep,73,63,67.5,71,51.6,0,0,0,0,-0.2,67.4,71,1,4,146,3146,1466,101117,69.7,1,67.4,0,64.8,0,66.7,0,68.9,0,1,1,
2023-10-20,00:20:00,auto,heatOff,,Sleep,73,63,67.2,72,51.6,0,0,0,0,-0.2,67.4,72,0,4,146,3173,1472,101111,69.7,1,67.3,0,64.8,0,66.7,0,68.9,0,1,1,
2023-10-20,00:25:00,auto,heatOff,,Sleep,73,63,67,72,51.6,0,0,0,0,-0.3,67.4,72,1,4,145,3095,1455,101113,69.7,1,67.3,0,64.8,0,66.7,0,68.8,1,1,1,
2023-10-20,00:30:00,auto,heatOff,,Sleep,73,63,66.8,71,51.6,0,0,0,0,-0.4,67.4,71,0,4,143,3023,1440,101114,69.7,1,67.2,0,64.8,0,67,0,68.8,1,1,1,
2023-10-20,00:35:00,auto,heatOff,,Sleep,73,63,66.6,71,51.6,0,0,0,0,-0.4,67.5,71,0,4,169,4754,1696,101114,69.7,0,67.2,0,64.8,0,67.4,0,68.8,1,1,1,
2023-10-20,00:40:00,auto,heatOff,,Sleep,73,63,66.5,71,51.6,0,0,0,0,-0.5,67.5,71,0,4,202,7348,2027,101115,69.7,0,67.2,0,64.8,0,67.7,0,68.7,0,1,1,
2023-10-20,00:45:00,auto,heatOff,,Sleep,73,63,66.4,70,51.6,0,0,0,0,-0.4,67.6,70,0,4,203,7499,2040,101116,69.7,0,67.1,0,64.8,0,67.9,0,68.7,0,1,1,
2023-10-20,00:50:00,auto,heatOff,,Sleep,73,63,66.4,70,51.6,0,0,0,0,-0.4,67.6,70,0,4,204,7581,2048,101115,69.6,0,67.1,0,64.8,0,68,0,68.7,0,1,1,
2023-10-20,00:55:00,auto,heatOff,,Sleep,73,63,66.4,70,51.6,0,0,0,0,-0.5,67.6,70,0,4,204,7629,2052,101113,69.6,0,67.1,0,64.8,0,68.2,0,68.7,0,1,1,
2023-10-20,01:00:00,auto,heatOff,,Sleep,73,63,66.4,70,51.6,0,0,0,0,-0.5,67.6,70,1,4,204,7597,2049,101112,69.6,1,67.1,0,64.8,0,68.3,1,68.7,1,1,1,
2023-10-20,01:05:00,auto,heatOff,,Sleep,73,63,66.4,70,51.6,0,0,0,0,-0.5,67.6,70,1,4,203,7523,2043,101111,69.6,1,67.1,0,64.8,0,68.6,1,68.7,1,1,1,
